# Fix print output for fix extra
0 600 23209.0500123314 -62.3501309480551 -62.350432718108 0.000301770052871704 -15961.6335227021 -15961.7107758356 0.0772531335351563 288309.403606759
0.01 579.487577226168 23209.0500123314 -62.3501309470873 -62.3504224004153 0.000291453328030061 -15961.6335224543 -15961.7081345063 0.0746120519756956 289509.576712319
0.02 521.407958772176 23209.0500123314 -62.3501309439799 -62.3503931861587 0.000262242178810678 -15961.6335216588 -15961.7006556566 0.0671339977755336 292871.360531856
0.03 436.266603352774 23209.0500123314 -62.3501309388825 -62.3503503592091 0.000219420326599875 -15961.6335203539 -15961.6896919575 0.0561716036095681 297717.311800194
0.04 340.800269332139 23209.0500123314 -62.3501309326303 -62.3503023381558 0.000171405525491751 -15961.6335187534 -15961.6773985679 0.0438798145258883 303095.347929201
0.05 254.905442692049 23209.0500123314 -62.3501309271112 -62.350259131826 0.000128204714864108 -15961.6335173405 -15961.6663377475 0.0328204070052117 307972.815537417
0.06 195.851402739432 23209.0500123314 -62.3501309243624 -62.3502294278426 9.85034802661261e-05 -15961.6335166368 -15961.6587335277 0.0252168909481283 311497.142022255
0.07 172.215705075122 23209.0500123314 -62.3501309253717 -62.3502175412758 8.66159040430954e-05 -15961.6335168952 -15961.6556905666 0.0221736714350324 313271.89947254
0.08 181.05903864087 23209.0500123314 -62.3501309293569 -62.3502219930164 9.10636594392585e-05 -15961.6335179154 -15961.6568302122 0.0233122968164502 313434.866920951
0.09 210.231012824623 23209.0500123314 -62.3501309343634 -62.3502366700699 0.000105735706425597 -15961.633519197 -15961.6605875379 0.0270683408449529 312521.028357019
0.1 244.222214101488 23209.0500123314 -62.3501309384341 -62.3502537700182 0.000122831584103084 -15961.6335202391 -15961.6649651247 0.0314448855303896 311244.27640917
0.11 270.158027411679 23209.0500123314 -62.3501309404521 -62.3502668164558 0.000135876003692896 -15961.6335207557 -15961.6683050127 0.0347842569453815 310218.771296167
0.12 281.399247991338 23209.0500123314 -62.3501309402761 -62.3502724700526 0.000141529776574006 -15961.6335207107 -15961.6697523335 0.0362316228029456 309793.322398016
0.13 278.174892580099 23209.0500123314 -62.3501309384662 -62.350270846553 0.000139908086735795 -15961.6335202474 -15961.6693367176 0.0358164702043635 309991.041789841
0.14 265.922108463099 23209.0500123314 -62.3501309359653 -62.3502646815132 0.000133745547884441 -15961.6335196071 -15961.6677584674 0.0342388602584168 310587.730608415
0.15 252.383873118465 23209.0500123314 -62.3501309337376 -62.3502578702289 0.000126936491224875 -15961.6335190368 -15961.6660147786 0.0324957417535679 311218.919560884
0.16 244.60864523145 23209.0500123314 -62.3501309324402 -62.3502539583798 0.000123025939673951 -15961.6335187047 -15961.6650133452 0.0314946405565314 311535.658642036
0.17 246.821327043596 23209.0500123314 -62.3501309322819 -62.3502550710901 0.00012413880818635 -15961.6335186642 -15961.6652981991 0.0317795348957056 311321.203960456
0.18 259.645855466053 23209.0500123314 -62.3501309331125 -62.3502615220184 0.000130588905886516 -15961.6335188768 -15961.6669496367 0.0334307599069482 310536.96889732
0.19 280.512241570972 23209.0500123314 -62.3501309345655 -62.3502720182222 0.000141083656616721 -15961.6335192488 -15961.6696366649 0.0361174160938805 309317.718880831
0.2 304.768668496691 23209.0500123314 -62.3501309362293 -62.350284219658 0.000153283428676475 -15961.6335196747 -15961.6727602324 0.0392405577411777 307918.4498484
0.21 327.015492345068 23209.0500123314 -62.350130937729 -62.3502954101997 0.000164472470691396 -15961.6335200586 -15961.6756250111 0.0421049524969973 306644.84077216
0.22 342.406491583952 23209.0500123314 -62.3501309386909 -62.350303152066 0.00017221337511484 -15961.6335203049 -15961.6776069289 0.044086624029399 305754.436429826
0.23 347.823196603987 23209.0500123314 -62.3501309388817 -62.3503058765891 0.000174937707381984 -15961.6335203537 -15961.6783044068 0.0447840530897879 305401.846349717
